geoid,name,percent_high_school,percent_vehicle,percent_employed,percent_not_disabled,gini_index,reverse_gini,resilience
51035,"Carroll County, Virginia",81.7,95.4,95.6,86.1,0.4388,56.12,0.82984
51089,"Henry County, Virginia",80.5,93.7,93.7,84.5,0.4381,56.19,0.81718
51015,"Augusta County, Virginia",88.5,96,97.1,90.4,0.3997,60.03,0.86406
51143,"Pittsylvania County, Virginia",84.2,94.3,94.7,86.7,0.4407,55.93,0.83166
51175,"Southampton County, Virginia",85.9,94,95.3,89.1,0.3758,62.42,0.85344
51185,"Tazewell County, Virginia",83.5,92.7,93,83.7,0.4804,51.96,0.80972
51117,"Mecklenburg County, Virginia",84.7,91.8,96.6,86.2,0.4694,53.06,0.82472
51091,"Highland County, Virginia",90.7,96,88.6,87.7,0.385,61.5,0.849
51041,"Chesterfield County, Virginia",91.7,97.3,95.3,90.7,0.4575,54.25,0.8585
51047,"Culpeper County, Virginia",87.2,96.8,96,89.6,0.4652,53.48,0.84616
51053,"Dinwiddie County, Virginia",84.9,97.1,93.7,88.8,0.4223,57.77,0.84454
51009,"Amherst County, Virginia",87.1,94.9,95.1,88.5,0.4239,57.61,0.84642
51155,"Pulaski County, Virginia",89.4,94.4,95.1,84.7,0.4153,58.47,0.84414
51007,"Amelia County, Virginia",85.3,96.7,95.6,89.2,0.432,56.8,0.8472
51157,"Rappahannock County, Virginia",90,97.3,95.8,89.8,0.4771,52.29,0.85038
51059,"Fairfax County, Virginia",92.2,95.6,96,95.1,0.4332,56.68,0.87116
51159,"Richmond County, Virginia",81,94.1,97.5,89.7,0.4499,55.01,0.83462
51103,"Lancaster County, Virginia",89.8,94.4,90.1,89.6,0.5566,44.34,0.81648
51001,"Accomack County, Virginia",82.8,90.9,96.3,91.3,0.4562,54.38,0.83136
51105,"Lee County, Virginia",80.1,89,90.3,78.7,0.4652,53.48,0.78316
51119,"Middlesex County, Virginia",87.5,96.1,94.8,88.9,0.4402,55.98,0.84656
51073,"Gloucester County, Virginia",89.5,97.6,96.4,87,0.3811,61.89,0.86478
51099,"King George County, Virginia",92.3,97.7,96.2,91.8,0.3749,62.51,0.88102
51131,"Northampton County, Virginia",85.5,90.8,95.6,89,0.4805,51.95,0.8257
51165,"Rockingham County, Virginia",85.6,95.3,96.9,91.9,0.4367,56.33,0.85206
51036,"Charles City County, Virginia",81.6,94.1,96.9,85.5,0.4924,50.76,0.81772
51195,"Wise County, Virginia",78.7,91.8,90.8,77.3,0.4536,54.64,0.78648
51051,"Dickenson County, Virginia",79.3,89.8,95.1,75.2,0.5839,41.61,0.76202
51107,"Loudoun County, Virginia",93.2,97.3,96.5,95.6,0.3922,60.78,0.88676
51149,"Prince George County, Virginia",89.1,96.3,94.1,89,0.3958,60.42,0.85784
51085,"Hanover County, Virginia",93.5,97.1,96.8,92.5,0.419,58.1,0.876
51121,"Montgomery County, Virginia",95.2,94.8,96.5,92.1,0.4912,50.88,0.85896
51003,"Albemarle County, Virginia",92.9,95.5,96.6,94.3,0.4719,52.81,0.86422
51139,"Page County, Virginia",84.9,93.7,94.8,86,0.393,60.7,0.8402
51031,"Campbell County, Virginia",88.9,94.9,96.2,90.2,0.4169,58.31,0.85702
51145,"Powhatan County, Virginia",89.1,99,98.6,91.4,0.3669,63.31,0.88282
51061,"Fauquier County, Virginia",91.7,96.9,97.1,93.9,0.4177,58.23,0.87566
51163,"Rockbridge County, Virginia",89,96.6,95.3,88.5,0.4787,52.13,0.84306
51111,"Lunenburg County, Virginia",82.7,93.2,96.2,85.5,0.419,58.1,0.8314
51161,"Roanoke County, Virginia",92.6,96,96.7,92.3,0.4403,55.97,0.86714
51127,"New Kent County, Virginia",92.2,98.3,96.9,92.1,0.37,63,0.885
51101,"King William County, Virginia",92.2,96.7,95.9,90.8,0.3742,62.58,0.87636
51570,"Colonial Heights city, Virginia",91.8,93.4,94,88.9,0.4278,57.22,0.85064
51115,"Mathews County, Virginia",92.3,98.9,95.6,87.2,0.4532,54.68,0.85736
51095,"James City County, Virginia",94.9,96.5,95.9,91,0.4271,57.29,0.87118
51037,"Charlotte County, Virginia",83.1,90.8,94.5,84.6,0.4885,51.15,0.8083
51125,"Nelson County, Virginia",85.2,94.2,96.9,91.3,0.4824,51.76,0.83872
51011,"Appomattox County, Virginia",87.5,96,97.2,87.6,0.4202,57.98,0.85256
51097,"King and Queen County, Virginia",91.1,96.3,96.5,91.6,0.4283,57.17,0.86534
51191,"Washington County, Virginia",86.7,95.5,95.8,84.4,0.4477,55.23,0.83526
51005,"Alleghany County, Virginia",89.5,92.3,95.4,85.9,0.4537,54.63,0.83546
51083,"Halifax County, Virginia",82.8,92.3,96.1,84.6,0.4484,55.16,0.82192
51057,"Essex County, Virginia",84.4,95.3,92,88.5,0.4013,59.87,0.84014
51027,"Buchanan County, Virginia",73.8,93.8,93.5,74.6,0.4797,52.03,0.77546
51093,"Isle of Wight County, Virginia",88.9,96,94.1,88.1,0.4351,56.49,0.84718
51171,"Shenandoah County, Virginia",88,95.5,96,88.9,0.5678,43.22,0.82324
51079,"Greene County, Virginia",88.3,97.5,95.6,89.3,0.3913,60.87,0.86314
51023,"Botetourt County, Virginia",93.1,96.9,97.2,91.7,0.4128,58.72,0.87524
51063,"Floyd County, Virginia",89.2,93.8,96.9,91.5,0.4085,59.15,0.8611
51137,"Orange County, Virginia",89.7,96.6,94.5,87,0.3808,61.92,0.85944
51141,"Patrick County, Virginia",83.1,95.7,96.3,86.1,0.4462,55.38,0.83316
51179,"Stafford County, Virginia",92.6,97.9,96.4,93,0.374,62.6,0.885
51033,"Caroline County, Virginia",88.3,95.6,97.3,90.5,0.4332,56.68,0.85676
51193,"Westmoreland County, Virginia",84.5,95,87.5,89.4,0.4929,50.71,0.81422
51109,"Louisa County, Virginia",88.4,94.9,94.8,86.6,0.4421,55.79,0.84098
51029,"Buckingham County, Virginia",83.1,94.1,94.2,87,0.428,57.2,0.8312
51019,"Bedford County, Virginia",91.7,97.3,96.6,90,0.4211,57.89,0.86698
51153,"Prince William County, Virginia",88.8,97.7,95.1,93.6,0.3873,61.27,0.87294
51017,"Bath County, Virginia",88.4,97.2,93.7,90.7,0.4721,52.79,0.84558
51075,"Goochland County, Virginia",91.5,97.7,96.3,90.9,0.4837,51.63,0.85606
51199,"York County, Virginia",94.8,97,95.4,91.5,0.3833,61.67,0.88074
51177,"Spotsylvania County, Virginia",90.6,97,94,91.2,0.3992,60.08,0.86576
51167,"Russell County, Virginia",81.7,92.9,93.4,78.1,0.4638,53.62,0.79944
51840,"Winchester city, Virginia",85.9,92.7,94.8,88,0.4384,56.16,0.83512
51081,"Greensville County, Virginia",78,90.1,94.7,88.3,0.4426,55.74,0.81368
51113,"Madison County, Virginia",88.7,98.4,95.9,90,0.4535,54.65,0.8553
51133,"Northumberland County, Virginia",90.1,95.4,94,91.8,0.4753,52.47,0.84754
51147,"Prince Edward County, Virginia",88.4,90.1,94.1,87.7,0.4672,53.28,0.82716
51077,"Grayson County, Virginia",83.6,95.2,95.7,84.7,0.47,53,0.8244
51700,"Newport News city, Virginia",91.8,89.6,94.8,87.4,0.442,55.8,0.8388
51800,"Suffolk city, Virginia",89.7,94.7,94,91.3,0.4463,55.37,0.85014
51181,"Surry County, Virginia",84.9,92.7,95.3,87.4,0.4049,59.51,0.83962
51710,"Norfolk city, Virginia",89.6,87.6,93.6,88.7,0.4832,51.68,0.82236
51071,"Giles County, Virginia",88.7,93.6,95.9,91.5,0.3827,61.73,0.86286
51770,"Roanoke city, Virginia",87.2,87.6,93.3,91.5,0.4896,51.04,0.82128
51660,"Harrisonburg city, Virginia",89.1,92.4,95.3,92.2,0.4722,52.78,0.84356
51600,"Fairfax city, Virginia",92,94,96,95.5,0.4389,56.11,0.86722
51610,"Falls Church city, Virginia",96.5,93.7,95.6,95.4,0.4185,58.15,0.8787
51670,"Hopewell city, Virginia",84.5,91.1,91.8,86.1,0.4401,55.99,0.81898
51678,"Lexington city, Virginia",95.3,88.8,96.6,90.8,0.4425,55.75,0.8545
51025,"Brunswick County, Virginia",78.9,92.8,93.1,85.9,0.4559,54.41,0.81022
51069,"Frederick County, Virginia",87.9,96,96.7,91.8,0.3965,60.35,0.8655
51013,"Arlington County, Virginia",94.7,86.1,97.2,95.7,0.4426,55.74,0.85888
51043,"Clarke County, Virginia",91.9,96.5,97.1,92.2,0.423,57.7,0.8708
51049,"Cumberland County, Virginia",86.6,93.4,97.7,88.7,0.4263,57.37,0.84754
51760,"Richmond city, Virginia",88.1,84.1,93.7,87.9,0.5345,46.55,0.8007
51740,"Portsmouth city, Virginia",89.3,88.9,94.3,88.5,0.4353,56.47,0.83494
51595,"Emporia city, Virginia",76.3,80.9,83.3,90.8,0.4655,53.45,0.7695
51197,"Wythe County, Virginia",87.4,93.9,95.8,86.2,0.4882,51.18,0.82896
51790,"Staunton city, Virginia",90,92.6,96.3,89.3,0.4506,54.94,0.84628
51169,"Scott County, Virginia",82.7,91.8,96.3,77.9,0.4499,55.01,0.80742
51550,"Chesapeake city, Virginia",92.7,95.8,95.1,91,0.4134,58.66,0.86652
51650,"Hampton city, Virginia",91.6,91.6,94.3,87.6,0.4363,56.37,0.84294
51680,"Lynchburg city, Virginia",91.2,88.9,93.7,89.5,0.4399,56.01,0.83862
51173,"Smyth County, Virginia",83.6,91.9,94.5,79.7,0.4322,56.78,0.81296
51620,"Franklin city, Virginia",84.3,90.7,90.1,86.4,0.3889,61.11,0.82522
51775,"Salem city, Virginia",91.6,92.9,95.1,91.6,0.4554,54.46,0.85132
51685,"Manassas Park city, Virginia",78.2,97,96.9,92.9,0.3852,61.48,0.85296
51720,"Norton city, Virginia",85.4,91.1,91.4,78.8,0.5133,48.67,0.79074
51520,"Bristol city, Virginia",86.3,89.9,93.7,82.1,0.4684,53.16,0.81032
51135,"Nottoway County, Virginia",83,92.3,95.7,84.5,0.4799,52.01,0.81502
51065,"Fluvanna County, Virginia",91.8,98.1,97.5,90.4,0.4771,52.29,0.86018
51630,"Fredericksburg city, Virginia",92.9,91.8,94.2,89.9,0.4543,54.57,0.84674
51830,"Williamsburg city, Virginia",95.6,93.6,94.9,92.8,0.544,45.6,0.845
51045,"Craig County, Virginia",92.2,93.3,98.3,88.6,0.3882,61.18,0.86716
51087,"Henrico County, Virginia",91.9,94,95.9,91.6,0.4673,53.27,0.85334
51067,"Franklin County, Virginia",88.6,94.7,95.7,87.9,0.4675,53.25,0.8403
51187,"Warren County, Virginia",88,95.1,94.2,88.8,0.4074,59.26,0.85072
51690,"Martinsville city, Virginia",85.9,85.1,96.1,80.8,0.4897,51.03,0.79786
51735,"Poquoson city, Virginia",94.7,96.9,98.3,91.3,0.3564,64.36,0.89112
51810,"Virginia Beach city, Virginia",93.8,95.6,96,91.5,0.4296,57.04,0.86788
51540,"Charlottesville city, Virginia",92.6,88.9,96,93.3,0.5296,47.04,0.83568
51820,"Waynesboro city, Virginia",87.8,94.1,95.4,86.5,0.4817,51.83,0.83126
51530,"Buena Vista city, Virginia",83.6,93.5,98.2,87.6,0.6156,38.44,0.80268
51183,"Sussex County, Virginia",81.6,90.8,93.2,86.8,0.4199,58.01,0.82082
51683,"Manassas city, Virginia",86,95.8,95.7,94.6,0.3977,60.23,0.86466
51640,"Galax city, Virginia",77.5,87.6,91.7,83.8,0.5254,47.46,0.77612
51510,"Alexandria city, Virginia",92.7,89.6,96.8,94.5,0.4471,55.29,0.85778
51750,"Radford city, Virginia",94.8,92.5,93.5,90.7,0.5685,43.15,0.8293
51590,"Danville city, Virginia",83.8,84.8,92.9,84.5,0.474,52.6,0.7972
51730,"Petersburg city, Virginia",83.6,82.2,87.8,82.2,0.4595,54.05,0.7797
51580,"Covington city, Virginia",88.2,92.4,97.3,92.1,0.4521,54.79,0.84958
51021,"Bland County, Virginia",87.3,96.6,95.7,87.3,0.3975,60.25,0.8543